2
Dumping Log 2,    start pg 3,   end pg 57
id    longitude    latitude    altitude    pitch    roll    yaw
874    109.4016600    23.7128870    502.4200    3.45    -5.24    165.07
875    109.4024400    23.7135890    506.6200    -0.59    -5.75    334.53
876    109.4021900    23.7140100    501.6300    4.81    8.84    339.55
877    109.4019500    23.7144090    501.4400    2.51    2.91    333.70
878    109.4017000    23.7148150    502.4000    1.71    0.64    311.01
879    109.4014700    23.7152100    504.1400    6.18    -3.99    310.85
880    109.4012300    23.7156260    506.3700    2.69    -5.74    319.19
881    109.4009700    23.7160220    507.6700    8.05    4.72    330.82
882    109.4007600    23.7164500    507.3000    6.60    4.71    334.88
883    109.4005300    23.7168790    506.6300    5.55    -11.32    320.03
884    109.4002300    23.7172780    505.4400    6.48    3.56    325.63
885    109.3999500    23.7176880    506.1800    4.63    -5.39    325.51
886    109.3996800    23.7181050    508.0400    1.10    -3.94    316.28
887    109.3994000    23.7185630    508.0300    -0.61    -5.43    306.37
888    109.3991700    23.7189200    507.5200    1.29    -13.67    305.40
889    109.3989000    23.7193320    507.7700    0.42    -6.99    311.06
890    109.3986100    23.7197360    507.5300    6.78    -0.83    326.94
891    109.3983400    23.7201390    507.7800    4.96    -0.74    327.29
892    109.3980800    23.7205410    507.4200    6.80    0.75    332.09
893    109.3978300    23.7209660    507.1800    8.49    -7.28    331.66
894    109.3975500    23.7213710    504.7200    5.41    -4.17    329.65
895    109.3972900    23.7217640    503.9300    4.68    -0.71    325.44
896    109.3970300    23.7221640    505.6000    3.62    -6.70    321.97
897    109.3968000    23.7225610    506.1900    3.00    -9.60    316.64
898    109.3965500    23.7229500    506.3200    0.00    -6.42    302.12
899    109.3962900    23.7233370    506.8700    1.61    -7.01    294.09
900    109.3960400    23.7237320    507.4600    1.32    -17.16    305.57
901    109.3957700    23.7241480    506.7000    0.43    -9.51    296.32
902    109.3955100    23.7245250    505.2900    2.03    -4.18    300.36
903    109.3952400    23.7249160    505.0600    1.17    -3.63    299.70
904    109.3949700    23.7253210    506.8000    3.88    -5.94    312.10
905    109.3947300    23.7257270    508.7500    0.23    -5.22    306.57
906    109.3944700    23.7261160    507.9500    1.27    -2.44    315.44
907    109.3942100    23.7265220    507.4600    3.71    -7.49    321.88
908    109.3939600    23.7269250    508.0000    5.44    3.87    328.65
909    109.3937100    23.7273370    508.7900    7.35    -9.80    326.34
910    109.3934300    23.7277340    508.5800    7.39    -0.51    329.55
911    109.3931700    23.7281300    507.3700    7.77    -0.26    333.35
912    109.3929100    23.7285460    506.6200    3.02    -12.05    320.94
913    109.3926200    23.7289540    505.9000    -0.79    -4.44    304.98
914    109.3923500    23.7293620    505.6000    0.07    -16.30    317.03
915    109.3920700    23.7297610    505.1700    -0.90    -5.67    301.18
916    109.3917900    23.7301560    504.1800    1.07    -8.51    305.47
917    109.3915400    23.7305720    504.2200    0.92    -16.14    308.45
918    109.3912800    23.7309880    504.1100    1.51    -12.75    312.35
919    109.3910100    23.7313920    504.8400    2.72    -5.59    316.72
920    109.3907300    23.7317910    505.0300    6.36    -0.78    326.88
921    109.3904900    23.7322010    505.1800    6.36    -4.25    330.79
922    109.3902200    23.7325950    506.0800    5.29    -5.66    323.97
923    109.3899400    23.7329810    505.9600    0.64    -1.33    317.41
924    109.3896900    23.7333770    505.4500    -0.78    -11.94    313.06
925    109.3894300    23.7337630    506.1400    3.66    -14.47    299.00
926    109.3905600    23.7341400    506.2800    2.36    7.69    154.10
927    109.3908100    23.7337510    510.4000    3.31    -5.83    166.64
928    109.3910900    23.7333530    506.6400    2.76    6.30    166.55
929    109.3913300    23.7329480    507.3700    3.40    0.89    167.16
930    109.3915900    23.7325590    507.5600    0.55    -1.98    160.60
931    109.3918300    23.7321620    505.7500    0.00    -2.76    156.61
932    109.3921100    23.7317790    506.8800    5.50    1.81    167.97
933    109.3923700    23.7313980    507.0600    3.21    -5.24    155.39
934    109.3926500    23.7310240    508.8100    3.31    5.70    171.19
935    109.3929400    23.7306020    507.3900    -0.44    0.78    160.88
936    109.3931800    23.7302360    508.5300    3.47    -1.06    165.76
937    109.3934200    23.7298340    510.0100    5.63    2.61    179.30
938    109.3936500    23.7294330    509.5700    1.81    0.25    169.85
939    109.3939100    23.7290400    511.5600    0.22    -4.83    149.83
940    109.3941700    23.7286450    511.2900    2.92    -1.29    169.78
941    109.3944500    23.7282490    509.5300    3.02    7.46    170.32
942    109.3946900    23.7278390    506.1900    0.60    -3.77    156.97
943    109.3949300    23.7274320    503.1900    4.61    -7.02    157.19
944    109.3952000    23.7270370    501.7700    4.09    2.84    162.53
945    109.3954700    23.7266410    504.6200    7.86    -0.42    164.91
946    109.3957500    23.7262540    506.2900    4.57    4.25    159.76
947    109.3960200    23.7258530    510.6700    6.61    -0.62    170.81
948    109.3962800    23.7254600    510.2000    0.20    -1.79    160.33
949    109.3965300    23.7250600    508.4800    4.03    -1.96    168.34
950    109.3967900    23.7246610    509.8700    3.20    1.74    167.94
951    109.3970300    23.7242600    511.0400    4.04    2.61    173.24
952    109.3973000    23.7238710    513.3100    4.40    6.38    167.88
953    109.3975800    23.7234670    510.3400    0.16    4.82    169.67
954    109.3977900    23.7230760    511.5500    2.71    -6.37    167.46
955    109.3980600    23.7227040    507.7800    -0.34    0.85    160.37
956    109.3983100    23.7223070    504.5800    -0.16    -10.16    159.30
957    109.3985800    23.7219260    500.6900    3.10    0.24    159.53
958    109.3988200    23.7215140    505.5800    8.42    -0.19    176.89
959    109.3990900    23.7211270    507.8400    2.98    -0.74    163.21
960    109.3993500    23.7207240    508.5500    5.31    -12.57    163.41
961    109.3996000    23.7203270    509.2900    4.52    -1.61    157.60
962    109.3998600    23.7199190    507.8300    3.13    -1.72    163.24
963    109.4001400    23.7195340    507.5500    1.89    3.17    161.46
964    109.4004000    23.7191540    507.7800    7.28    -6.59    164.99
965    109.4006700    23.7187710    510.1300    1.31    -4.59    162.08
966    109.4008900    23.7183780    508.3800    2.58    -6.29    163.79
967    109.4011900    23.7179910    509.9500    1.99    -1.72    158.93
968    109.4014200    23.7175830    508.1600    6.14    -3.30    180.47
969    109.4016600    23.7171780    510.5100    4.03    2.25    167.20
970    109.4019100    23.7167760    507.8100    3.94    -2.96    170.53
971    109.4021600    23.7163680    504.8500    -0.72    -0.67    159.84
972    109.4024000    23.7159670    506.4700    8.11    -8.96    163.66
973    109.4026700    23.7155630    507.3400    3.31    -0.45    160.14
974    109.4029300    23.7151620    510.3700    5.06    0.16    165.68
975    109.4032000    23.7147770    509.5600    1.38    -1.85    160.84
976    109.4034600    23.7143800    508.7800    3.61    -6.26    168.22
977    109.4037100    23.7139800    509.4700    4.70    -0.21    173.16
978    109.4045200    23.7147310    506.9000    3.05    -4.69    335.79
979    109.4042700    23.7151390    504.4800    1.64    -2.28    328.23
980    109.4040200    23.7155570    503.9700    -0.82    -1.83    310.95
981    109.4037800    23.7159840    504.1300    2.94    -15.32    312.46
982    109.4035200    23.7163980    504.3200    2.41    -8.16    310.57
983    109.4032300    23.7167910    503.7900    8.31    8.83    330.71
984    109.4029500    23.7171990    505.7000    4.57    0.52    324.95
985    109.4026700    23.7176040    506.2600    1.94    -1.47    306.74
986    109.4024000    23.7180040    506.9500    4.38    1.15    310.91
987    109.4021400    23.7184100    508.0100    6.74    -1.32    324.91
988    109.4019100    23.7188090    508.0800    6.97    3.92    336.82
989    109.4016800    23.7192120    507.9100    6.76    -9.18    329.78
990    109.4014400    23.7196120    506.2900    0.81    -6.39    311.83
991    109.4011800    23.7200090    506.6900    4.01    -8.19    297.13
992    109.4009500    23.7204060    507.0700    3.98    -8.78    312.26
993    109.4007200    23.7208120    506.6500    6.54    -12.21    326.68
994    109.4004600    23.7212300    507.9600    8.40    -4.99    315.30
995    109.4001700    23.7216170    506.2200    4.49    -4.29    322.35
996    109.3999100    23.7220000    504.7000    1.60    -5.01    309.72
997    109.3996600    23.7223930    505.0500    4.65    -11.85    301.23
998    109.3994000    23.7227880    505.2300    4.48    -0.71    306.43
999    109.3991500    23.7231750    505.9000    5.55    -7.92    315.32
1000    109.3989000    23.7235970    506.9700    9.18    -6.65    325.28
1001    109.3986300    23.7240030    507.8900    5.97    -3.33    318.97
1002    109.3983800    23.7244070    508.2200    4.41    -6.56    315.82
1003    109.3980900    23.7248130    508.2200    -0.55    -6.76    303.03
1004    109.3978300    23.7252220    508.0600    0.55    -6.56    297.91
1005    109.3975500    23.7256240    508.6900    1.44    -6.05    300.88
1006    109.3973000    23.7260320    507.4700    1.52    -14.36    297.79
1007    109.3970400    23.7264290    506.7300    1.70    -6.30    293.95
1008    109.3967700    23.7268160    505.2600    1.62    -6.55    300.43
1009    109.3965100    23.7272210    504.4400    2.93    -7.67    309.13
1010    109.3962500    23.7276040    504.6400    6.05    -5.31    318.75
1011    109.3959800    23.7279870    505.8100    8.49    -5.91    323.47
1012    109.3971500    23.7284410    506.1800    3.94    2.08    171.04
1013    109.3973500    23.7280220    506.9200    2.30    -13.52    156.32
1014    109.3976400    23.7276540    507.6700    3.74    3.20    170.20
1015    109.3979000    23.7272640    504.2100    4.01    1.80    172.39
1016    109.3981500    23.7268680    504.9300    7.21    -1.43    173.02
1017    109.3983800    23.7264600    507.1600    5.31    2.17    169.15
1018    109.3986400    23.7260650    507.7000    2.83    1.87    170.75
1019    109.3989000    23.7256640    508.1700    2.48    0.95    151.66
1020    109.3992200    23.7253110    509.8200    6.21    -2.18    170.02
1021    109.3994500    23.7249090    507.5400    0.19    -0.45    162.47
1022    109.3996800    23.7244970    507.2100    5.78    -5.61    170.21
1023    109.3999500    23.7241060    504.8700    9.13    3.72    180.07
1024    109.4002100    23.7237130    505.2600    2.52    3.10    157.04
1025    109.4004700    23.7233200    509.5000    3.03    -4.26    160.15
1026    109.4007200    23.7229080    508.9300    5.23    0.74    170.47
1027    109.4009900    23.7225250    508.2300    3.43    0.10    167.50
1028    109.4012500    23.7221340    510.2100    8.14    2.16    182.59
1029    109.4015100    23.7217450    509.6900    2.77    5.54    168.61
1030    109.4017300    23.7213210    509.3200    6.02    -7.73    170.19
1031    109.4020000    23.7209280    509.7300    2.23    1.31    162.92
1032    109.4022900    23.7205220    507.6200    1.14    -5.16    159.11
1033    109.4025200    23.7201520    509.1700    7.89    1.65    173.18
1034    109.4027600    23.7197610    510.5300    3.44    -1.43    168.42
1035    109.4030100    23.7193510    511.8500    2.86    -4.09    161.09
1036    109.4032700    23.7189640    508.7600    2.14    2.22    169.59
1037    109.4035300    23.7185730    508.2400    6.68    1.55    177.94
1038    109.4038200    23.7181820    509.2300    1.83    8.10    172.90
1039    109.4040700    23.7177890    511.7000    0.36    -1.42    165.09
1040    109.4043400    23.7174070    509.9800    5.37    6.74    170.72
1041    109.4045200    23.7169900    509.3900    0.87    -3.58    166.89
1042    109.4048400    23.7166290    510.0000    5.10    10.82    181.23
1043    109.4050300    23.7162150    508.3300    3.87    -3.00    169.83
1044    109.4053300    23.7158470    509.6900    5.19    5.77    177.49
1045    109.4055200    23.7154160    509.5900    0.82    -6.88    161.14
1046    109.4057800    23.7150230    511.1600    3.54    4.33    173.34
1047    109.4067700    23.7158090    506.0600    0.27    -35.46    308.02
1048    109.4064500    23.7161600    503.0700    4.13    13.08    323.05
1049    109.4061300    23.7165490    503.8000    0.22    6.75    316.54
1050    109.4058100    23.7169990    507.1300    3.33    2.82    310.47
1051    109.4055700    23.7173810    509.0500    5.63    4.38    318.99
1052    109.4053100    23.7177980    509.5700    6.32    3.74    333.42
1053    109.4050800    23.7182060    508.5900    6.77    0.89    336.53
1054    109.4048400    23.7186050    507.1900    -1.22    1.00    314.58
1055    109.4045800    23.7190070    506.0500    3.31    -4.01    305.56
1056    109.4043300    23.7194140    505.5300    2.83    -2.92    305.26
1057    109.4040700    23.7198280    505.0100    5.81    -5.38    321.85
1058    109.4038200    23.7202430    508.2900    10.93    -5.52    329.28
1059    109.4035600    23.7206250    509.6000    -1.09    2.55    308.36
1060    109.4033100    23.7210100    509.9500    1.80    -1.37    309.80
1061    109.4030700    23.7214110    510.6700    2.48    -9.80    314.12
1062    109.4028200    23.7218170    511.9800    3.22    -4.13    317.57
1063    109.4025500    23.7222020    508.9900    6.10    4.03    328.40
1064    109.4022800    23.7226100    506.3100    5.44    3.51    332.22
1065    109.4020200    23.7229980    506.6200    3.21    4.78    320.72
1066    109.4017600    23.7234250    508.2400    0.69    -2.45    303.14
1067    109.4015100    23.7238430    508.1900    0.25    -5.86    300.13
1068    109.4012500    23.7242570    508.2900    1.85    -6.92    298.02
1069    109.4009700    23.7246630    508.0000    2.61    -4.13    301.61
1070    109.4006700    23.7250580    508.8600    4.74    5.52    322.66
1071    109.4004000    23.7254700    508.4700    7.29    7.57    337.17
1072    109.4001400    23.7258950    508.2300    5.10    -4.71    331.19
1073    109.3998900    23.7263240    506.9800    2.40    -7.53    319.86
1074    109.3996400    23.7267110    506.7600    -0.22    -2.75    305.68
1075    109.3993600    23.7271290    507.5700    0.34    -0.38    303.29
1076    109.3991200    23.7275220    506.7800    1.39    -13.04    303.74
1077    109.3988300    23.7279400    507.4700    3.18    -1.57    298.39
1078    109.3985800    23.7283480    507.6000    2.54    -5.84    304.86
1079    109.3983200    23.7287650    507.2900    4.27    -10.51    316.91
1080    109.3980900    23.7291830    507.2600    6.35    -10.05    321.57
1081    109.3978300    23.7295820    506.1700    7.75    3.34    328.57
1082    109.3975500    23.7299960    507.2900    5.63    -6.03    318.87
1083    109.3972900    23.7304040    508.9000    0.69    -6.76    309.21
1084    109.3970200    23.7307970    510.0700    2.01    -1.93    297.73
1085    109.3967700    23.7311940    508.1600    0.59    -16.41    302.72
1086    109.3965100    23.7315790    506.4000    0.24    -7.66    290.24
1087    109.3962000    23.7319950    505.7100    0.67    -8.42    293.47
